tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1991-420,New Haven,Hard,56,A,19910812,45,101434,11,,Petr Korda,L,190,CZE,23.55099247,25,964,101191,6,,Richey Reneberg,R,180,USA,25.85078713,21,1044,6-3 7-6(5),3,R16,89,1,0,72,51,31,12,10,3,6,4,6,82,44,26,19,11,6,11
1991-420,New Haven,Hard,56,A,19910812,46,101481,13,,Omar Camporese,R,188,ITA,23.26078029,32,792,101237,,,Danilo Marcelino,R,193,BRA,25.42915811,128,287,6-2 6-2,3,R16,52,10,0,40,21,19,14,8,1,1,1,4,42,22,16,6,8,1,5
1991-420,New Haven,Hard,56,A,19910812,47,102021,10,,Michael Chang,R,175,USA,19.46885695,28,943,101298,7,,Jonas Svensson,R,188,SWE,24.80766598,22,1039,6-3 3-6 6-3,3,R16,132,5,1,89,33,22,32,14,3,7,4,3,79,43,26,18,13,5,10
1991-420,New Haven,Hard,56,A,19910812,48,101820,16,,Marc Rosset,R,201,SUI,20.76112252,41,680,100656,2,,Ivan Lendl,R,188,USA,31.43052704,4,2422,6-4 6-4,3,R16,101,6,4,60,33,27,11,10,2,4,1,4,76,42,28,13,10,6,10
1991-420,New Haven,Hard,56,A,19910812,49,101196,9,,Derrick Rostagno,R,185,USA,25.79603012,16,1146,101990,15,,Richard Krajicek,R,196,NED,19.68240931,37,710,3-6 2-1 RET,3,QF,44,2,0,30,19,13,10,6,0,1,9,4,42,21,18,10,7,1,1
1991-420,New Haven,Hard,56,A,19910812,50,101964,5,,Goran Ivanisevic,L,193,CRO,19.91238877,18,1132,100581,4,,John Mcenroe,L,180,USA,32.48459959,15,1180,6-4 6-2,3,QF,71,10,3,43,22,20,14,9,0,1,6,5,62,32,18,15,9,8,12
1991-420,New Haven,Hard,56,A,19910812,51,101434,11,,Petr Korda,L,190,CZE,23.55099247,25,964,101481,13,,Omar Camporese,R,188,ITA,23.26078029,32,792,6-4 6-1,3,QF,72,1,4,60,36,26,15,9,4,5,4,3,57,28,17,12,8,1,5
1991-420,New Haven,Hard,56,A,19910812,52,101820,16,,Marc Rosset,R,201,SUI,20.76112252,41,680,102021,10,,Michael Chang,R,175,USA,19.46885695,28,943,6-2 6-3,3,QF,74,6,1,42,24,24,10,8,2,2,2,2,64,27,18,14,9,7,11
1991-420,New Haven,Hard,56,A,19910812,53,101964,5,,Goran Ivanisevic,L,193,CRO,19.91238877,18,1132,101196,9,,Derrick Rostagno,R,185,USA,25.79603012,16,1146,6-4 7-5,3,SF,82,6,3,67,33,27,19,11,3,4,8,2,65,36,25,15,11,5,8
1991-420,New Haven,Hard,56,A,19910812,54,101434,11,,Petr Korda,L,190,CZE,23.55099247,25,964,101820,16,,Marc Rosset,R,201,SUI,20.76112252,41,680,6-4 6-3,3,SF,74,1,2,70,49,34,13,10,4,4,5,3,49,23,20,13,9,5,7
1991-420,New Haven,Hard,56,A,19910812,55,101434,11,,Petr Korda,L,190,CZE,23.55099247,25,964,101964,5,,Goran Ivanisevic,L,193,CRO,19.91238877,18,1132,6-4 6-2,3,F,62,0,1,52,37,26,12,9,3,3,5,4,58,31,22,11,9,5,8
1991-423,Los Angeles,Hard,32,A,19910729,1,101222,1,,Stefan Edberg,R,188,SWE,25.52224504,2,3575,100752,,,Ramesh Krishnan,R,170,IND,30.14647502,111,344,6-4 6-3,3,R32,80,1,2,62,39,22,12,9,5,8,0,2,63,49,24,5,10,6,12
1991-423,Los Angeles,Hard,32,A,19910729,2,101106,,,Peter Lundgren,R,185,SWE,26.49418207,59,572,100815,,,David Pate,R,183,USA,29.28405202,112,343,7-5 6-2,3,R32,66,5,1,63,34,24,19,10,4,5,8,5,57,32,20,11,10,8,12
1991-423,Los Angeles,Hard,32,A,19910729,3,101727,,,Jason Stoltenberg,R,185,AUS,21.31690623,119,321,100901,,WC,Paul Annacone,R,185,USA,28.35865845,260,89,6-1 6-3,3,R32,57,1,3,44,27,23,10,8,0,0,2,3,54,33,18,10,8,1,5
1991-423,Los Angeles,Hard,32,A,19910729,4,101381,7,,Aaron Krickstein,R,183,USA,23.9890486,50,612,100967,,,Dan Goldie,R,188,USA,27.81930185,138,266,7-6(6) 7-6(4),3,R32,112,3,4,92,46,30,30,12,5,7,3,5,77,35,27,24,12,2,4
1991-423,Los Angeles,Hard,32,A,19910729,5,100763,4,,Brad Gilbert,R,185,USA,29.96851472,19,1103,101318,,Q,Javier Frana,L,185,ARG,24.59137577,95,410,6-3 7-5,3,R32,99,5,5,68,37,32,13,11,2,4,3,1,92,63,34,17,10,11,15
1991-423,Los Angeles,Hard,32,A,19910729,6,101179,,,Jean Philippe Fleurian,R,185,FRA,25.87816564,65,530,101004,,WC,Jim Pugh,R,193,USA,27.4770705,218,124,4-6 7-5 6-1,3,R32,127,1,3,91,54,39,19,15,4,7,6,6,88,62,41,7,14,7,12
1991-423,Los Angeles,Hard,32,A,19910729,7,101789,,Q,Steve Bryan,R,178,USA,20.96646133,211,134,101242,,,Brad Pearce,R,175,USA,25.35523614,151,230,1-6 6-1 6-1,3,R32,87,0,1,50,33,24,7,10,1,4,0,1,91,50,26,19,11,5,11
1991-423,Los Angeles,Hard,32,A,19910729,8,101889,6,,Todd Woodbridge,R,178,AUS,20.32306639,34,769,101965,,,Wayne Ferreira,R,185,RSA,19.86858316,77,475,6-3 7-6(4),3,R32,85,0,1,71,46,34,15,11,0,1,5,2,72,51,37,7,10,3,5
1991-423,Los Angeles,Hard,32,A,19910729,9,100855,,,Scott Davis,R,188,USA,28.91991786,66,524,101750,5,,Cristiano Caratti,R,178,ITA,21.18001369,28,932,6-3 6-2,3,R32,60,4,3,46,25,22,14,9,0,0,2,3,47,28,18,9,8,3,6
1991-423,Los Angeles,Hard,32,A,19910729,10,101096,,,Gary Muller,L,190,RSA,26.58453114,76,477,101890,,WC,Jonathan Stark,R,188,USA,20.32032854,442,35,7-5 7-5,3,R32,91,11,4,75,41,36,17,12,3,4,4,3,67,33,24,21,12,1,4
1991-423,Los Angeles,Hard,32,A,19910729,11,101924,,,Stefano Pescosolido,R,185,ITA,20.12594114,80,450,101185,,,Mark Woodforde,L,188,AUS,25.84531143,98,407,6-4 6-4,3,R32,87,2,2,59,30,21,17,10,0,2,1,2,65,39,25,10,10,7,11
1991-423,Los Angeles,Hard,32,A,19910729,12,102021,3,,Michael Chang,R,175,USA,19.43052704,20,1073,100944,,,Mikael Pernfors,R,173,SWE,28.03559206,251,97,2-6 6-1 7-6(0),3,R32,125,3,2,92,44,36,26,14,8,11,4,3,88,41,25,26,13,2,5
1991-423,Los Angeles,Hard,32,A,19910729,13,101195,8,,Amos Mansdorf,R,175,ISR,25.77138946,54,586,100962,,,Thomas Hogstedt,R,190,SWE,27.85215606,118,323,6-4 6-3,3,R32,76,5,0,44,32,27,4,9,0,2,2,3,69,28,18,16,10,4,9
1991-423,Los Angeles,Hard,32,A,19910729,14,101150,,Q,Gianluca Pozzi,L,180,ITA,26.11362081,174,179,101422,,Q,Mark Kaplan,R,185,RSA,23.60574949,353,56,6-2 6-4,3,R32,84,1,0,58,27,20,17,9,3,4,1,3,56,22,12,16,9,3,7
1991-423,Los Angeles,Hard,32,A,19910729,15,101412,,,Shuzo Matsuoka,R,185,JPN,23.72621492,67,523,101543,,,Jeff Tarango,L,180,USA,22.68583162,101,390,6-3 6-1,3,R32,69,5,2,45,24,22,9,8,0,1,3,8,70,40,24,10,8,3,8
1991-423,Los Angeles,Hard,32,A,19910729,16,101948,2,,Pete Sampras,R,185,USA,19.96167009,9,1474,101332,,,Gilad Bloom,L,173,ISR,24.41067762,94,411,6-0 6-2,3,R32,59,3,0,39,21,14,15,7,1,1,1,4,49,24,11,10,7,4,9
1991-423,Los Angeles,Hard,32,A,19910729,17,101222,1,,Stefan Edberg,R,188,SWE,25.52224504,2,3575,101106,,,Peter Lundgren,R,185,SWE,26.49418207,59,572,6-3 6-4,3,R16,79,4,3,60,30,24,20,10,4,4,5,3,62,28,23,14,9,1,3
1991-423,Los Angeles,Hard,32,A,19910729,18,101381,7,,Aaron Krickstein,R,183,USA,23.9890486,50,612,101727,,,Jason Stoltenberg,R,185,AUS,21.31690623,119,321,6-3 3-6 6-3,3,R16,93,1,3,79,38,31,23,14,3,5,6,4,81,47,34,16,13,5,8
1991-423,Los Angeles,Hard,32,A,19910729,19,100763,4,,Brad Gilbert,R,185,USA,29.96851472,19,1103,101179,,,Jean Philippe Fleurian,R,185,FRA,25.87816564,65,530,7-6(3) 6-0,3,R16,90,3,1,56,34,26,17,9,3,3,1,3,59,36,20,12,9,2,5
1991-423,Los Angeles,Hard,32,A,19910729,20,101789,,Q,Steve Bryan,R,178,USA,20.96646133,211,134,101889,6,,Todd Woodbridge,R,178,AUS,20.32306639,34,769,6-4 6-2,3,R16,75,2,1,63,33,28,11,9,2,3,0,3,51,23,15,14,9,2,6
1991-423,Los Angeles,Hard,32,A,19910729,21,100855,,,Scott Davis,R,188,USA,28.91991786,66,524,101096,,,Gary Muller,L,190,RSA,26.58453114,76,477,7-6(5) 3-6 6-3,3,R16,127,7,4,90,51,38,26,15,1,3,21,4,103,60,43,26,15,7,9
1991-423,Los Angeles,Hard,32,A,19910729,22,101924,,,Stefano Pescosolido,R,185,ITA,20.12594114,80,450,102021,3,,Michael Chang,R,175,USA,19.43052704,20,1073,4-6 6-2 6-4,3,R16,140,7,4,94,49,41,17,14,10,13,4,2,90,54,34,18,14,7,12
1991-423,Los Angeles,Hard,32,A,19910729,23,101195,8,,Amos Mansdorf,R,175,ISR,25.77138946,54,586,101150,,Q,Gianluca Pozzi,L,180,ITA,26.11362081,174,179,6-4 6-3,3,R16,87,3,2,65,38,29,15,9,6,6,6,2,68,29,24,17,10,5,8
1991-423,Los Angeles,Hard,32,A,19910729,24,101948,2,,Pete Sampras,R,185,USA,19.96167009,9,1474,101412,,,Shuzo Matsuoka,R,185,JPN,23.72621492,67,523,6-3 6-4,3,R16,77,6,1,56,34,25,17,10,1,1,6,2,67,41,26,15,9,8,10
1991-423,Los Angeles,Hard,32,A,19910729,25,101222,1,,Stefan Edberg,R,188,SWE,25.52224504,2,3575,101381,7,,Aaron Krickstein,R,183,USA,23.9890486,50,612,6-4 7-5,3,QF,80,2,1,51,36,31,13,11,0,0,3,0,72,38,26,20,11,6,8
1991-423,Los Angeles,Hard,32,A,19910729,26,100763,4,,Brad Gilbert,R,185,USA,29.96851472,19,1103,101789,,Q,Steve Bryan,R,178,USA,20.96646133,211,134,6-1 6-3,3,QF,66,6,2,50,24,20,14,8,5,6,0,0,43,25,13,6,8,3,8
1991-423,Los Angeles,Hard,32,A,19910729,27,101924,,,Stefano Pescosolido,R,185,ITA,20.12594114,80,450,100855,,,Scott Davis,R,188,USA,28.91991786,66,524,7-6(5) 6-3,3,QF,106,5,3,71,32,23,24,10,1,2,4,12,84,43,34,15,11,4,7
1991-423,Los Angeles,Hard,32,A,19910729,28,101948,2,,Pete Sampras,R,185,USA,19.96167009,9,1474,101195,8,,Amos Mansdorf,R,175,ISR,25.77138946,54,586,6-3 6-4,3,QF,80,12,2,68,41,33,11,10,2,3,2,1,61,30,20,15,9,2,5
1991-423,Los Angeles,Hard,32,A,19910729,29,100763,4,,Brad Gilbert,R,185,USA,29.96851472,19,1103,101222,1,,Stefan Edberg,R,188,SWE,25.52224504,2,3575,7-6(2) 6-7(1) 6-4,3,SF,166,9,4,113,62,47,30,17,6,8,0,1,111,51,36,35,17,7,10
1991-423,Los Angeles,Hard,32,A,19910729,30,101948,2,,Pete Sampras,R,185,USA,19.96167009,9,1474,101924,,,Stefano Pescosolido,R,185,ITA,20.12594114,80,450,6-3 6-1,3,SF,71,10,2,54,29,21,13,8,1,2,2,6,59,28,18,9,8,3,8
1991-423,Los Angeles,Hard,32,A,19910729,31,101948,2,,Pete Sampras,R,185,USA,19.96167009,9,1474,100763,4,,Brad Gilbert,R,185,USA,29.96851472,19,1103,6-2 6-7(5) 6-3,3,F,132,9,3,87,39,35,26,15,1,2,10,4,104,64,39,22,14,5,9
1991-422,Cincinnati Masters,Hard,56,M,19910805,1,101179,,,Jean Philippe Fleurian,R,185,FRA,25.8973306,65,528,101026,,,Jim Grabb,R,193,USA,27.30732375,114,341,7-5 4-6 6-3,3,R64,140,2,3,100,80,54,11,16,6,8,10,1,95,65,45,18,15,2,5
1991-422,Cincinnati Masters,Hard,56,M,19910805,2,101613,,,Malivai Washington,R,180,USA,22.12457221,56,584,101735,,,Richard Fromberg,R,196,AUS,21.27036277,82,437,6-3 6-4,3,R64,77,6,3,57,32,26,17,10,2,2,4,5,57,29,22,12,9,2,4
1991-422,Cincinnati Masters,Hard,56,M,19910805,3,101381,,,Aaron Krickstein,R,183,USA,24.00821355,50,627,101191,15,,Richey Reneberg,R,180,USA,25.83162218,20,1044,7-6(5) 3-6 7-6(4),3,R64,143,9,4,122,66,48,33,16,12,14,7,3,123,77,58,24,17,12,13
1991-422,Cincinnati Masters,Hard,56,M,19910805,4,101772,10,,Andrei Cherkasov,R,180,RUS,21.08692676,17,1190,101889,,,Todd Woodbridge,R,178,AUS,20.34223135,33,777,7-6(4) 6-1,3,R64,73,0,3,64,42,33,13,10,1,1,2,2,66,43,28,11,9,4,6
1991-422,Cincinnati Masters,Hard,56,M,19910805,5,101106,,,Peter Lundgren,R,185,SWE,26.51334702,55,586,101230,,,Andrei Chesnokov,R,188,RUS,25.50308008,22,1037,7-6(6) 4-6 6-3,3,R64,123,5,6,105,53,38,30,16,4,7,9,3,96,55,43,21,15,5,8
1991-422,Cincinnati Masters,Hard,56,M,19910805,6,100653,,WC,Andres Gomez,L,193,ECU,31.43600274,90,419,101924,,,Stefano Pescosolido,R,185,ITA,20.14510609,66,522,5-7 6-4 7-6(0),3,R64,143,10,3,120,76,55,17,17,9,14,5,4,105,59,41,19,17,5,10
1991-422,Cincinnati Masters,Hard,56,M,19910805,7,101265,,,Patrick Mcenroe,R,183,USA,25.09514031,35,719,100529,,,Kevin Curren,R,185,USA,33.42642026,73,480,6-3 7-5,3,R64,96,1,3,72,41,28,16,11,3,6,4,5,71,31,25,11,10,1,6
1991-422,Cincinnati Masters,Hard,56,M,19910805,8,101593,,Q,Chris Garner,R,180,USA,22.32717317,133,269,101750,,,Cristiano Caratti,R,178,ITA,21.19917864,29,908,6-2 7-6(2),3,R64,93,3,1,72,36,27,18,10,4,6,3,1,71,50,30,10,10,6,10
1991-422,Cincinnati Masters,Hard,56,M,19910805,9,101196,14,,Derrick Rostagno,R,185,USA,25.77686516,23,1034,101332,,,Gilad Bloom,L,173,ISR,24.42984257,94,411,6-2 6-3,3,R64,73,2,1,51,34,26,9,9,0,1,2,4,63,35,22,9,8,5,9
1991-422,Cincinnati Masters,Hard,56,M,19910805,10,101084,11,,Jakob Hlasek,R,188,SUI,26.72689938,18,1182,101061,,,Jimmy Arias,R,175,USA,26.96783025,64,541,6-1 6-1,3,R64,42,1,3,39,19,16,12,7,0,0,2,1,47,35,16,6,7,3,8
1991-422,Cincinnati Masters,Hard,56,M,19910805,11,101150,,Q,Gianluca Pozzi,L,180,ITA,26.13278576,170,191,100972,,,Todd Witsken,R,183,USA,27.75085558,106,354,6-4 6-2,3,R64,81,1,1,61,27,22,18,9,2,3,1,4,52,25,14,11,9,2,6
1991-422,Cincinnati Masters,Hard,56,M,19910805,12,102154,,Q,Marcos Ondruska,R,183,RSA,18.62833676,174,186,101185,,,Mark Woodforde,L,188,AUS,25.86447639,97,407,6-3 6-3,3,R64,74,0,1,55,43,24,8,9,3,6,2,1,58,40,18,8,9,3,9
1991-422,Cincinnati Masters,Hard,56,M,19910805,13,101434,,,Petr Korda,L,190,CZE,23.53182752,26,956,101205,,,Grant Connell,L,185,CAN,25.71389459,71,496,6-3 6-1,3,R64,51,0,1,43,32,25,8,8,2,2,0,1,41,23,13,8,8,3,7
1991-422,Cincinnati Masters,Hard,56,M,19910805,14,101409,,,Jaime Yzaga,R,170,PER,23.78370979,36,716,101174,,Q,Fernando Roese,R,190,BRA,25.94661191,129,284,6-3 6-1,3,R64,64,3,1,53,37,26,9,8,5,6,2,2,55,30,13,12,8,4,9
1991-422,Cincinnati Masters,Hard,56,M,19910805,15,100763,12,,Brad Gilbert,R,185,USA,29.98767967,14,1204,101242,,,Brad Pearce,R,175,USA,25.3744011,156,218,7-5 6-3,3,R64,100,10,7,91,42,29,26,11,8,10,0,4,68,43,28,11,10,4,8
1991-422,Cincinnati Masters,Hard,56,M,19910805,16,102021,13,,Michael Chang,R,175,USA,19.44969199,24,1007,101549,,,Rodolphe Gilbert,L,183,FRA,22.64476386,84,436,4-6 6-2 6-1,3,R64,116,2,1,91,37,27,34,13,10,11,1,1,66,33,25,14,12,3,7
1991-422,Cincinnati Masters,Hard,56,M,19910805,17,100759,,Q,Danie Visser,L,180,RSA,30.02600958,431,38,101086,,,Ronald Agenor,R,180,USA,26.72416153,39,701,6-4 3-6 7-6(2),3,R64,136,4,2,114,76,49,24,15,13,14,4,2,107,72,47,25,16,3,4
1991-422,Cincinnati Masters,Hard,56,M,19910805,18,100944,,,Mikael Pernfors,R,173,SWE,28.05475702,255,98,100815,,,David Pate,R,183,USA,29.30321697,117,331,6-3 7-5,3,R64,65,2,2,73,61,44,6,11,5,6,4,5,58,25,20,16,10,5,8
1991-422,Cincinnati Masters,Hard,56,M,19910805,19,100923,,,Wally Masur,R,180,AUS,28.22997947,57,583,101096,,,Gary Muller,L,190,RSA,26.6036961,85,434,6-7(3) 6-4 7-6(4),3,R64,126,4,2,105,73,54,25,17,1,1,18,4,95,63,55,19,17,0,1
1991-422,Cincinnati Masters,Hard,56,M,19910805,20,101965,,,Wayne Ferreira,R,185,RSA,19.88774812,75,470,100752,,,Ramesh Krishnan,R,170,IND,30.16563997,111,344,6-1 6-3,3,R64,52,9,1,41,22,21,11,8,0,0,0,1,43,26,15,9,8,3,7
1991-422,Cincinnati Masters,Hard,56,M,19910805,21,101727,,,Jason Stoltenberg,R,185,AUS,21.33607118,122,304,101142,9,,Emilio Sanchez,R,180,ESP,26.18480493,13,1286,6-3 6-4,3,R64,69,6,6,68,35,26,20,10,2,2,2,1,51,30,23,11,9,3,5
1991-422,Cincinnati Masters,Hard,56,M,19910805,22,100757,,,Anders Jarryd,R,180,SWE,30.06160164,31,818,101298,16,,Jonas Svensson,R,188,SWE,24.78850103,21,1039,6-7(2) 7-5 6-4,3,R64,130,5,1,107,63,48,25,17,1,2,5,1,94,55,44,21,17,5,8
1991-422,Cincinnati Masters,Hard,56,M,19910805,23,101195,,,Amos Mansdorf,R,175,ISR,25.79055441,53,601,100855,,,Scott Davis,R,188,USA,28.93908282,58,570,6-4 6-4,3,R64,76,5,0,63,42,29,12,10,4,5,3,1,62,35,23,14,10,4,7
1991-422,Cincinnati Masters,Hard,56,M,19910805,24,101917,,Q,Grant Stafford,R,188,RSA,20.19164956,235,114,101093,,Q,Steve Devries,R,180,USA,26.65571526,228,118,6-4 6-3,3,R64,75,2,2,73,55,33,10,10,5,8,1,2,47,30,17,4,9,1,6
1991-422,Cincinnati Masters,Hard,56,M,19910805,25,101414,1,,Boris Becker,R,190,GER,23.70157426,1,3642,101179,,,Jean Philippe Fleurian,R,185,FRA,25.8973306,65,528,6-3 6-3,3,R32,83,4,2,56,32,23,16,9,4,4,2,4,48,27,18,10,9,2,5
1991-422,Cincinnati Masters,Hard,56,M,19910805,26,101613,,,Malivai Washington,R,180,USA,22.12457221,56,584,101381,,,Aaron Krickstein,R,183,USA,24.00821355,50,627,6-1 6-4,3,R32,73,9,3,60,36,28,11,9,7,8,4,2,52,26,14,13,8,0,4
1991-422,Cincinnati Masters,Hard,56,M,19910805,27,101772,10,,Andrei Cherkasov,R,180,RUS,21.08692676,17,1190,101106,,,Peter Lundgren,R,185,SWE,26.51334702,55,586,6-4 6-2,3,R32,64,4,1,42,23,21,15,9,0,0,6,5,57,27,20,14,9,2,5
1991-422,Cincinnati Masters,Hard,56,M,19910805,28,101609,8,,David Wheaton,R,193,USA,22.17385353,12,1336,100653,,WC,Andres Gomez,L,193,ECU,31.43600274,90,419,7-5 6-2,3,R32,85,5,5,66,37,25,13,10,3,6,6,2,63,39,23,8,10,5,11
1991-422,Cincinnati Masters,Hard,56,M,19910805,29,100656,3,,Ivan Lendl,R,188,USA,31.41136208,4,2407,101265,,,Patrick Mcenroe,R,183,USA,25.09514031,35,719,6-1 6-3,3,R32,65,12,1,44,24,21,11,8,3,4,1,1,50,22,11,12,8,2,7
1991-422,Cincinnati Masters,Hard,56,M,19910805,30,101196,14,,Derrick Rostagno,R,185,USA,25.77686516,23,1034,101593,,Q,Chris Garner,R,180,USA,22.32717317,133,269,4-6 6-3 6-4,3,R32,117,6,2,90,57,39,21,15,1,3,6,1,77,38,31,20,14,6,9
1991-422,Cincinnati Masters,Hard,56,M,19910805,31,101150,,Q,Gianluca Pozzi,L,180,ITA,26.13278576,170,191,101084,11,,Jakob Hlasek,R,188,SUI,26.72689938,18,1182,6-4 7-5,3,R32,81,7,2,65,30,25,19,11,3,4,6,3,65,38,24,15,11,0,3
1991-422,Cincinnati Masters,Hard,56,M,19910805,32,101098,6,,Guy Forget,L,190,FRA,26.58179329,7,1720,102154,,Q,Marcos Ondruska,R,183,RSA,18.62833676,174,186,6-2 6-2,3,R32,70,4,1,39,18,15,13,8,0,1,1,1,48,21,14,7,8,4,9
1991-422,Cincinnati Masters,Hard,56,M,19910805,33,101736,5,,Andre Agassi,R,180,USA,21.26762491,6,2046,101434,,,Petr Korda,L,190,CZE,23.53182752,26,956,7-5 2-6 6-2,3,R32,100,1,1,86,57,34,17,14,5,9,6,3,78,47,26,18,14,5,10
1991-422,Cincinnati Masters,Hard,56,M,19910805,34,100763,12,,Brad Gilbert,R,185,USA,29.98767967,14,1204,101409,,,Jaime Yzaga,R,170,PER,23.78370979,36,716,6-2 7-5,3,R32,101,7,2,64,35,30,12,10,2,3,2,2,82,49,33,11,10,8,12
1991-422,Cincinnati Masters,Hard,56,M,19910805,35,102021,13,,Michael Chang,R,175,USA,19.44969199,24,1007,100759,,Q,Danie Visser,L,180,RSA,30.02600958,431,38,6-1 6-3,3,R32,58,0,0,42,27,22,12,8,2,2,2,2,49,28,15,7,8,3,7
1991-422,Cincinnati Masters,Hard,56,M,19910805,36,101793,4,,Jim Courier,R,185,USA,20.96646133,5,2301,100944,,,Mikael Pernfors,R,173,SWE,28.05475702,255,98,6-3 6-1,3,R32,64,8,0,41,25,19,10,8,1,2,2,4,60,32,14,12,8,9,14
1991-422,Cincinnati Masters,Hard,56,M,19910805,37,101948,7,,Pete Sampras,R,185,USA,19.98083504,8,1561,100923,,,Wally Masur,R,180,AUS,28.22997947,57,583,7-6(3) 6-4,3,R32,93,8,3,61,34,31,19,11,0,0,7,2,92,52,37,21,11,8,9
1991-422,Cincinnati Masters,Hard,56,M,19910805,38,101965,,,Wayne Ferreira,R,185,RSA,19.88774812,75,470,101727,,,Jason Stoltenberg,R,185,AUS,21.33607118,122,304,6-2 3-6 6-3,3,R32,99,5,4,83,41,31,23,13,4,6,4,2,87,48,31,21,13,6,10
1991-422,Cincinnati Masters,Hard,56,M,19910805,39,101195,,,Amos Mansdorf,R,175,ISR,25.79055441,53,601,100757,,,Anders Jarryd,R,180,SWE,30.06160164,31,818,6-4 6-1,3,R32,65,1,0,47,28,22,12,8,3,3,1,0,58,36,22,9,9,2,6
1991-422,Cincinnati Masters,Hard,56,M,19910805,40,101222,2,,Stefan Edberg,R,188,SWE,25.54140999,2,3575,101917,,Q,Grant Stafford,R,188,RSA,20.19164956,235,114,6-2 6-0,3,R32,68,3,0,44,26,20,11,7,3,3,0,4,60,41,22,4,7,7,12
1991-422,Cincinnati Masters,Hard,56,M,19910805,41,101414,1,,Boris Becker,R,190,GER,23.70157426,1,3642,101613,,,Malivai Washington,R,180,USA,22.12457221,56,584,6-4 6-4,3,R16,85,8,1,52,38,33,8,10,3,3,3,2,61,36,27,12,10,2,4
1991-422,Cincinnati Masters,Hard,56,M,19910805,42,101772,10,,Andrei Cherkasov,R,180,RUS,21.08692676,17,1190,101609,8,,David Wheaton,R,193,USA,22.17385353,12,1336,6-3 6-2,3,R16,99,2,0,57,34,25,16,9,5,5,5,4,72,36,24,15,8,6,9
1991-422,Cincinnati Masters,Hard,56,M,19910805,43,101196,14,,Derrick Rostagno,R,185,USA,25.77686516,23,1034,100656,3,,Ivan Lendl,R,188,USA,31.41136208,4,2407,7-6(5) 3-6 6-3,3,R16,166,11,5,110,74,53,16,15,4,6,7,2,103,46,34,34,15,6,8
1991-422,Cincinnati Masters,Hard,56,M,19910805,44,101098,6,,Guy Forget,L,190,FRA,26.58179329,7,1720,101150,,Q,Gianluca Pozzi,L,180,ITA,26.13278576,170,191,6-4 6-4,3,R16,83,4,1,60,31,25,18,10,0,0,1,4,69,33,22,20,10,6,8
1991-422,Cincinnati Masters,Hard,56,M,19910805,45,100763,12,,Brad Gilbert,R,185,USA,29.98767967,14,1204,101736,5,,Andre Agassi,R,180,USA,21.26762491,6,2046,7-6(7) 6-7(6) 6-4,3,R16,168,16,6,120,60,48,24,17,8,13,0,2,134,99,55,21,17,8,14
1991-422,Cincinnati Masters,Hard,56,M,19910805,46,101793,4,,Jim Courier,R,185,USA,20.96646133,5,2301,102021,13,,Michael Chang,R,175,USA,19.44969199,24,1007,7-5 6-2,3,R16,91,7,0,54,38,32,10,10,0,0,3,2,57,26,18,16,10,1,4
1991-422,Cincinnati Masters,Hard,56,M,19910805,47,101948,7,,Pete Sampras,R,185,USA,19.98083504,8,1561,101965,,,Wayne Ferreira,R,185,RSA,19.88774812,75,470,6-1 6-4,3,R16,65,8,0,48,25,18,17,9,1,2,2,6,59,37,26,5,8,6,10
1991-422,Cincinnati Masters,Hard,56,M,19910805,48,101222,2,,Stefan Edberg,R,188,SWE,25.54140999,2,3575,101195,,,Amos Mansdorf,R,175,ISR,25.79055441,53,601,6-1 6-2,3,R16,61,4,0,44,28,21,11,8,0,0,4,1,52,34,18,7,7,6,10
1991-422,Cincinnati Masters,Hard,56,M,19910805,49,101414,1,,Boris Becker,R,190,GER,23.70157426,1,3642,101772,10,,Andrei Cherkasov,R,180,RUS,21.08692676,17,1190,7-6(7) 6-3,3,QF,118,7,3,66,36,25,18,10,4,6,1,1,89,58,36,13,11,7,11
1991-422,Cincinnati Masters,Hard,56,M,19910805,50,101098,6,,Guy Forget,L,190,FRA,26.58179329,7,1720,101196,14,,Derrick Rostagno,R,185,USA,25.77686516,23,1034,7-6(6) 6-4,3,QF,97,8,1,81,48,39,17,11,6,6,5,5,64,39,32,13,11,0,1
1991-422,Cincinnati Masters,Hard,56,M,19910805,51,101793,4,,Jim Courier,R,185,USA,20.96646133,5,2301,100763,12,,Brad Gilbert,R,185,USA,29.98767967,14,1204,6-3 6-3,3,QF,90,2,4,60,38,31,10,9,3,3,1,3,53,30,21,10,9,1,4
1991-422,Cincinnati Masters,Hard,56,M,19910805,52,101948,7,,Pete Sampras,R,185,USA,19.98083504,8,1561,101222,2,,Stefan Edberg,R,188,SWE,25.54140999,2,3575,6-3 6-3,3,QF,87,8,1,58,36,28,12,9,1,1,1,3,60,28,19,16,9,2,5
